Nama Perusahaan/Nama Pengusaha,Usaha /Produk Utama,Total Aset (Rp. Juta),Penjualan Rata-rata Per Tahun (Rp.Juta),Jumlah Tenaga Kerja,Tahun Survey,Onclick,Sektor
 Tempe Wijayanto,Produksi Tempe,14.830.000,"95,4",2,2011,?pm=HxyymM/Ncz3tc7E9+eJLWg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Tunas Karya,Pembuatan Barang Kerajinan,"84,79",69,1,2008,?pm=DPn78SA2MIDwI3Alg3yoFQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Kadek Darma,Pembuatan Barang Kerajinan,"75,25",340,30,2008,?pm=C9US0WBCDq93LK2NhSLSCQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Buana Sari,Pembuatan Barang Kerajinan,"66,2",40,3,2008,?pm=euDBxjafe58yH/4t02btYw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Dodok Painting,Pembuatan Lukisan,78,210,4,2008,?pm=vHmPyZTozmtnYAuv82u0Mw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Made Sama Mask Maker,Pembuatan Barang Kerajinan,165,72,1,2008,?pm=kOPDgRWT6/LvkMzJyZTYoA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Sedana Yoga,Pembuatan Barang Kerajinan,128,"46,5",2,2008,?pm=nWFFXiI+mdDvp4xgyp1MPg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Sejati Rotan,Pembuatan Barang Kerajinan,23,145,2,2008,?pm=DUEoRFDpRN+jAaZ5Gqwghg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 UKM Toen Criping,Pembuatan Keripik Singkong Rasa Gadung,235.750.000,"164,9",5,2011,?pm=woHkXYZkz3POZY31Om0O/Q==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Genteng Mas Tresno,Genteng,"164,5",104,19,2013,?pm=TCguJ3NItlf6WVw3poPyow==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Tempe,Tempe ,52,"75,5",2,2013,?pm=+h5YpxCA/R63YqecbOIrKw==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Perajin Sangkar Burung ,Kerajinan Sangkar Burung ,"43,6",67,2,2013,?pm=PQVMwuXbdmuhI5dIoYAD9g==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Kembar Jaya Gorden,Goredeng ,118,310,4,2013,?pm=SbIWuPZSN1ONy47ZPofb0Q==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Kerupuk Putra Sunda ,Kerupuk,134,323,8,2013,?pm=64w2rXePC5C/cBaNJvyA1A==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Perajin Sangkar Burung ,Perajin Sangkar Burung ,"20,6",95,3,2013,?pm=jVpij2CWTx+iAhNOp7Ec6w==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 CV Rover,Konveksi,47,154,2,2013,?pm=6q84SoGfvoEkQhz+5bnIpA==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Ira Furniture,Pembuatan furniture,1.073,150,7,2008,?pm=jXrTumE75bO6iWlhl65qUA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Cireng Dinasty,Cireng,136,2.280,11,2010,?pm=XosIgxOZElc/sNEmrlMhgg==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Industri Pengolahan
 BATAKO FOKUS ,PEMBUATAN BATAKO ,161,360,5,2012,?pm=sLE/MoX9dIKl2PLbbztxbg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Kanthil Azzaro,Pembuatan Anthurium,"908,4",0,2,2008,?pm=/1fjS8t21RTCG8ZZO1l0tw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Barokah,Pengolahan Tempe,1.051,0,6,2008,?pm=RmmabjW57Czs0AH4XFjP5g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Bagas Jaya,"Pembuatan Makaroni, Stick Ketela, Opak, dan Balole",172,0,13,2008,?pm=SZXTd+j2b03xLdbZ/kTFjw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Srikandi,Pembuatan Keripik Paru,"381,55","97,5",5,2008,?pm=gNWrToPBdyuieQSoiL1UbA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 UDSido Dadi,Pembuatan Minuman Instan,"901,74",50,6,2008,?pm=vHyZiHxopm2/iykxX37V1g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Albarokah Jaya Abadi,Pembuatan Mebel,"88,15",40,3,2008,?pm=BO54VakYCtnLdsMvrnyQ2w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Titah Langit,Pembuatan Lukisan,"638,75","10,5",2,2008,?pm=0E/7dHuOObtNs+MYU1qAew==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 APE (Alat Permainan Edukatif) Bina Karya,Pembuatan Alat Permainan Edukatif,"483,4",25,14,2008,?pm=AFGs4q/dct/JUGWBgw35nQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Bulan Purnama,Pembuatan Kerupuk Rambak,91,18,3,2008,?pm=PyLn6y7/W3i/qmOSFRVajQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Krupuk Nglumpit,Pembuatan Kerupuk,38,15,2,2008,?pm=wmvNFPDywVR26cOYUO+Seg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Dadi Makmur Cap Gurami,Pembuatan Kerupuk,"107,4",25,4,2008,?pm=tdmEH3cwJEQIVwv7Pmqg9g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 -,Pembuatan Batu Bata,"12,07",9,5,2008,?pm=T9DlcwFMCDojlNMLXKkV7w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 -,Pengolahan Rangkaian Parcel,"64,65",20,16,2008,?pm=G1YXpv0sehxPuPGldtYgvg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Cepak Mebel,Pembuatan Mebel,"85,7",22,2,2008,?pm=5utwDOoNkjK5VYkj3E9/VA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Langgeng Jaya,"Pembuatan Silikon (Pengkilat, Pembersih)","557,15","76,8",22,2008,?pm=NwlmPpjCGeHUCpg6Rr7BJw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 -,Pembuatan Batu Bata,"52,87",9,4,2008,?pm=wsrkrJ663u9rPt2I/CdQWg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Super,Pembuatan Kerupuk Rambak,"39,5",30,5,2008,?pm=B/bihPdPQm/i6eRA5bywdw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Suparno Bronjong,Pengrajin Bronjong,15.000.000,171,2,2011,?pm=/ffSsooHS0TmF9w+m2U1Lw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
" Telenan ""Hadi Pranoto""",Pembuatan Telenan,59.400.000,75,1,2011,?pm=osBf8mMxDo1/5LLK08T82Q==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
" Genteng Press "" Garuda """,Pembuatan Genteng,225.150.000,"31,5",2,2011,?pm=mf/pfN7pnu3gmvy4gtcmJQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Gito Jaya Abadi,Pembuatan Peti,347.000.000,266,13,2011,?pm=BUvPWbkX8bsI+VH5nW439w==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
" Batu Bata "" Pak Karmin""",Pembuatan Batu Bata,306.000.000,"59,77",4,2011,?pm=N7ydLDZwZ5+sl7RdhyxhLg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Keripik Singkong Sutono,Produksi Keripik Singkong,14.095.000,210,8,2011,?pm=2+hdBH/9o0fAoupCNbL76g==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Ani Jati,Pembuatan Kusen Pintu,187.000.000,75,2,2011,?pm=Thj7dIjdCfC+RdA4iIk8VQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Sabilal,TELUR ASIN,2.400.000,117,1,2011,?pm=Ihu59b43tr4sD8NfdbSOLg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Anyaman Bambu,Anyaman Bambu,4.800.000,84,3,2011,?pm=W8xHbg6CQCwk0RS6A22iVA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Usaha Mebel Pak Sunarto,Pembuatan Meubel,19.000.000,305,3,2011,?pm=Dc70xQNuvFActEAqLifl0g==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Berkah,Pembuatan Keripik Cemilan,15.800.000,212,4,2011,?pm=O0xvlvdiDDIb+69IxzVjyA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Usaha Karak,Pembuatan Karak,5.000.000,12,5,2011,?pm=BteBAUYUAdLY7zNKhJ2twQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
" Tahu Dan Tempe "" Mbah Atmo """,Pembuatan Tahu Dan Tempe,13.740.000,"121,32",0,2011,?pm=kPzDRQpFMxY6WgjM13LNeQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
" Kerupuk Rambak "" Dewi """,Pembuatan Rambak,20.400.000,"97,2",6,2011,?pm=mXPAkvkfZ4tmU6WyARTVlg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
" Keripik Singkong "" Maju Lancar """,Pembuatan Aneka Keripik,10.440.000,"226,8",6,2011,?pm=fXOmHERNZqT8b8QW5FNfzg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 SINAR MAJU 2,Kripik Singkong,"144,88","13,44",3,2011,?pm=Z5sj4ECbdmqG97LSZRNI4Q==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Batu Bata H Attan Jaffar,Pembuatan Batu Bata,456,576,12,2008,?pm=4fjpvrOockixw9ij8IvsyQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Kurnia Jaya,Pembuatan Meubel,"307,5",350,10,2008,?pm=/74jsDufMSeSRy1E1SpAbQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Tahu Junino,Pembuatan Tahu,"72,62","504,9",3,2008,?pm=PkntCQRuGrnc3BWTwwRd6Q==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Furniture,Pembuatan Meubel,28,300,6,2008,?pm=JptZE/DXTsFvWIKe0d3thA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Roti Goreng Bolang Baling,Industri Makanan,19,30,1,2013,?pm=0hwOf5ynfx+hShIJyEvs/A==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Sulam Usus Marni,Industri Sulam Usus,113,80,3,2013,?pm=ApbnEIeKCYMjWR6lKxRLdw==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Konveksi Zainal,Konveksi,82,51,1,2013,?pm=kcFBUQ2jA80fqM0qxRKntw==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Usaha Pengrajin,Industri Pembuat Gitar,62,42,2,2013,?pm=EqE9cFwMMANKev4k+/BH/w==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Konveksi Agus Salim,Konveksi,54,80,3,2013,?pm=RglCgpduewfX4PkQ4hWBJQ==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Toko Pakaian Heriana,Usaha Pakaian Jadi,52,120,1,2013,?pm=nA+lyoCHDSejVILTxiagmg==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Konveksi Aziz,Konveksi,36,47,2,2013,?pm=P9Vs5TwbCObG80hw3Bhufg==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Usaha Batu Bata,Pengrajin Batu Bata,"20,5","23,1",4,2010,?pm=ItD6gZk2PHzsI7TaucHJyw==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Industri Pengolahan
 Gudang Bu Harti,Pengolahan Kelapa,80,188,2,2011,?pm=f7LkmHqwujUCrKi0TEIjqw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Konveksi Poniyati,Konveksi,372,354,10,2011,?pm=e5F6MpH+x2xoSsWR+0OqFQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Sangkar Burung Supriyadi,Sangkar Burung,"38,1","33,7",3,2013,?pm=SDkLoGIb7B9LypHKE1xFkw==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Arif Sangkar Burung,Sangkar Burung,"52,4",64,6,2013,?pm=rVT3AgV9qubguFBGUNc2BQ==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Kerupuk Sinuh,Industri Kerupuk,37,124,6,2013,?pm=XtxwvBixL4AnArKUdlOKiA==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Merpati,Makanan Ringan,68,716,13,2013,?pm=nW+9hf17QT3dMO1+FlAbGA==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Toko Baju Aminah,Pakaian Jadi,57,"230,36",8,2011,?pm=sFKpiLtL0c8utOxUin7wZA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 KALUMATA SOFA,PEMBUAT SOFA,33,176,3,2012,?pm=z9RETzaORp90LVF/0R/CFQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 KUE TRADISIONAL,PEMBUAT KUE TRADISIONAL,64,99,2,2012,?pm=qFG6S4nPToWrgz+nz2tJiA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 SARI RAHA ,FUFU IKAN CAKALANG ,267,295,6,2012,?pm=Tlkky3mw5gDi/L1PHmtcTg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 PEMBUAT TOGE ,PEMBUAT TOGE /KECAMBAH ,126,78,1,2012,?pm=PbT4vtq9LVSd62AvyqHntg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Anggi Fried Chicken,Pembuatan Ayam Goreng,"111,5",12,1,2008,?pm=Eqgq5k8KKNTg0YutnEAiSg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Isnaniah,Pembuatan Makanan / Catering,"17,8",0,3,2008,?pm=LXY7TkPeaQ714zxLbVsvHg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Misran,Pembuatan Kue Cingkaruk,"9,45",0,1,2008,?pm=dq6s7URJK1PJ+dVnFgFgFg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Rahmani Sasirangan,Pembuatan Kain Sasirangan,"24,6",12,5,2008,?pm=s0SnHS5DJOb2qouQacvWcg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Mandiri Sasirangan,Pembuatan Kain Sasirangan,"22,25",12,5,2008,?pm=efHbohZmPhxaQh7D5CcgfA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Warung Ngurah,Pembuatan Sarung Pantai,"24,7",83,4,2008,?pm=LhtIWRCSgw+WNqVXKNgikA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Meubel Kayu Agil,Meubel Kayu,"49,6","89,4",1,2012,?pm=54MlhT6PDQd3+ereob8dLA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 AINUN ROTI ,PRODUKSI ROTI ,62,214,3,2012,?pm=ZepiBytDInfUJTgfM+9+Dw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Anas Sasirangan,Pembuatan Kain Sasirangan,"33,12",12,5,2008,?pm=qqsHISTIRJAX7sxqDE8m4w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Peyek Bu Siti,Produksi Peyek,"8,9",63,2,2011,?pm=cpzeGcfEW8gr1fA6Tooysg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Wahana Gypsum,Produksi Gypsum,25,50,3,2011,?pm=NRtbHwkKvoVRPV24HCEDeQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Penjahit Bahdian,Menjahit Pakaian,"257,5",110,1,2011,?pm=UQqqzEmHY+FWVwnSK9b7sw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Kios Kelapa,Kelapa Parut,"14,3",63,1,2011,?pm=Nl5Bi2DQav3MSZpJ8LM1xw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Masikun Bata,Bata,100,57,2,2012,?pm=EOiP9K75fORkJXxwi+zVCA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Mugiwati Bata,Bata,111,"49,2",4,2012,?pm=XTs8ug5EBk3lgZS6PqxXcw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Mutihar Bata,Bata,85,"48,4",3,2012,?pm=y5vaByYtE5M9iT6N5zMm3Q==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Usaha Industri Kerupuk Rambat,Produksi Kerupuk,"36,5",570,4,2012,?pm=XgJN+Rk8KVEXj/id9RaUkQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Pengrajin Sangkar Burung Iwan Tea,Pengrajin Sangkar Burung,"32,1",145,3,2012,?pm=5NzLQuFPUR0UetQ6+wmZQw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 USAHA TEMPE ALIYA,PRODUKSI TEMPE,"70,85",136,3,2012,?pm=W8vf8Dx3AjI6lPTnsQDTrQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Mode Net,Pembuatan pakaian pesanan,107,123,2,2008,?pm=AZrEJNRHiaFtXp2pOJkBuw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Warung Sunda Ibu Wawan,Pembuatan pakaian pesanan,"12,4",96,5,2008,?pm=0Q3wB8C5AN+yxu6KEvRVzA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Wulan Busana,Pembuatan Furniture,"14,06",102,10,2008,?pm=RkxbyaABw6gDXbBZab/cqA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Cuwo jaya Gypsum,Pembuatan Gypsum,47,125,10,2008,?pm=OMQBnyfl6Pq5stjYGzPycQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Super telor,Pembuatan Interior Gypsum,12,1.902,20,2008,?pm=4Sx5hz/432FfOSp7BR5uUg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Abadi Celular,Pembuatan materi cetakan,9,"238,5",2,2008,?pm=usI+UNM4T1+/yjPnvv168A==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Selo Keramik,Pembuatan Guci dan pot,204,960,9,2008,?pm=o+CbiJsCnwhmWVDyE+2K5Q==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Wuwung Keramik,Pembuatan accesoris genteng (atap rumah),"333,25",120,5,2008,?pm=ui4WIt9rQfAzlapOgfICtQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Sanggar Sri Rejeki,Pembuatan Tempat buah,"187,6",210,32,2008,?pm=CIdkdZx3V0SjJQ9DpcLVUw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Bayu Aji Batik,Pembuatan Wayang,"19,1",24,8,2008,?pm=o3Wevt7GaOqQEGiRnnuL/Q==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Suradi Leadher dan Lamp,Pembuatan Kap lampu,725,"1.552,5",22,2008,?pm=Nd/gRHlbZ8ZUMPaqXb/j0g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Sanggar Nakulo,Pembuatan Wayang,"43,5",18,5,2008,?pm=gfSyIKZ6g4QKomxVMyMvHw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
" Wayang kulit "" Super Murah """,Pembuatan Kap Lampu,"223,15",120,10,2008,?pm=Ic44CSINB8EHW1HNHZj2zA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Batik tulis Sungging tumpuk,Pembuatan Kain Batik Tulis,"42,45",6,20,2008,?pm=nhi3voCiZbLhgYUeLNHo9w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
" Peyek ""Febri""",Pembuatan Peyek Kacang,"97,5",850,15,2008,?pm=v2B6WMCPksSUsHiETaw9Cw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
" Batik Tulis ""Sekar Kedhaton""","Pembuatan Bahan Baju, Jarik,dll","85,55",24,26,2008,?pm=1Q2mTtV6rekhV1hdJpUwQQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Etnik Handycraft,Pembuatan Topeng,"127,2",420,8,2008,?pm=2Fz6yiT4T29hq3DKItljJg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Usaha Topi Zaidar,Pembuatan Topi,32,62,4,2008,?pm=CaR9Fp5Sc1iTY+nO70etig==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Tahu Dan Tempe Barokah,Pembuatan Tempe Dan Tahu,"5,98",225,2,2011,?pm=MVerwRf5ZXvntwGBBpeD5g==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Sari Gizi,Industri Makanan Ringan,"78,8",786,10,2011,?pm=nKJM9RVQtzPXnrTubqj9Ng==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Tahu Dan Tempe Ibu Sumilah,Pembuatan Tempe Dan Tahu,"20,27",204,2,2011,?pm=iDHjWSdpeUDQgk2r3hrMKQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 NAZWA WATER,AIR MINUM,"503,88",150,2,2011,?pm=nBbN57Zh8tnrtateeirvhQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 USAHA PINANG AISYAH,PINANG KERING,"78,36","43,2",4,2011,?pm=yKYyyDHZr8BKQvfDyf50EQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Batu Bata Jatmiko,Industri Batu Bata,80,52,3,2013,?pm=c3MJ5HHN503LS0qkCdp6MQ==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Sangkar Burung Rotan Nasirudin,Sangkar Burung Rotan,20,46,2,2013,?pm=MSCZlj2ff7j/xNKPiWagKg==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 USAHA IKAN FUFU,PENGASAPAN IKAN,71,120,4,2012,?pm=NdHuh8aYjBWPuRARVQ+JrQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Kerupuk ,Kerupuk,47,"187,2",2,2009,?pm=Ihv0dZHw8UzNRsUcS1GvRQ==&mp=2BbfzMJpZb2nANZ3GT30ng==,Industri Pengolahan
 Makanan Ringan Ali Udin,Gorengan,41,"374,4",5,2009,?pm=7AkUrtvgV0y9aV9cWglhgg==&mp=2BbfzMJpZb2nANZ3GT30ng==,Industri Pengolahan
 Kerupuk Nurjana,Kemplang,25,0,4,2009,?pm=Uyxs1NHJwqyRxmN6Of+4/w==&mp=2BbfzMJpZb2nANZ3GT30ng==,Industri Pengolahan
 Dagang Kerupuk Ibu Hanim,Kemplang,53,216,4,2009,?pm=7Cuw+x++nvzyHLWpiIsl0w==&mp=2BbfzMJpZb2nANZ3GT30ng==,Industri Pengolahan
 Usaha Dagang Keripik,Keripik,55,252,3,2009,?pm=nB2O+LBGp5uYYjH72bIfHw==&mp=2BbfzMJpZb2nANZ3GT30ng==,Industri Pengolahan
 Industri Kerupuk Khoiri,Kerupuk,312,108,4,2009,?pm=5j1eDxfICoy8WSX4UJeDgA==&mp=2BbfzMJpZb2nANZ3GT30ng==,Industri Pengolahan
 Meubel Pesona,Meubel,42,"43,2",3,2009,?pm=D5aQODMmOFr+1n0e579G/g==&mp=2BbfzMJpZb2nANZ3GT30ng==,Industri Pengolahan
 UD. Arjuna,Pembuatan Gorong-Gorong,"15,15",105,4,2008,?pm=xcp8IWAVySATeSKAR7/l9g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Sumi Colection,Pembuatan Pakaian,29,60,3,2008,?pm=LqIHF5pSZe0frbQUUNG/Uw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Usaha Kue Nining,Pembuatan Kue,136,106,5,2008,?pm=kt/7iEHuKkP9yuiAb5UWFQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Rismayanti Bordir,Percetakan,29,68,2,2008,?pm=viCVWTGpSZsYpnoWmPgEZg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Bengkel Las Nur Abadi Teknik,"Pembuatan Pagar, Kanopi dan Teralis",39,180,4,2008,?pm=uWsErjS82I0t5ilcV1lX4g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 PEMBUAT TAHU SUMEDANG,PEMBUAT TAHU SUMEDANG,52,216,3,2012,?pm=WRLXLyd16Z+o54LvkEYdYw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Kemplang Panggang,Pembuatan Kemplang,100,120,0,2009,?pm=JbCfklMJc9QVPVoTW+xysQ==&mp=2BbfzMJpZb2nANZ3GT30ng==,Industri Pengolahan
 Wahyu Gorden,Pembuatan Gorden,28,12,4,2008,?pm=c8xCS7Bc3iJN1JjMnKX1WQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 KONVEKSI CIPTA BUSANA,Penjahit Konveksi,"102,1",234,6,2011,?pm=7A5f8wFmHF7Uf5j8uB/SjQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 AKUR SADULUR,KERIPIK PISANG,41,252,9,2011,?pm=pvmOVsi34ydB6K8Tskmmpw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 IKM SANDAL,SANDAL,"77,7","201,6",4,2011,?pm=rIJIw+f7je/pGrSjvkL1WQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
