Nama Perusahaan/Nama Pengusaha,Usaha /Produk Utama,Total Aset (Rp. Juta),Penjualan Rata-rata Per Tahun (Rp.Juta),Jumlah Tenaga Kerja,Tahun Survey,Onclick,Sektor
 Bakso Taman Lembayung,Makanan Bakso,5,4,2,2016,?pm=nvrHis0KG4lqhNs5SPRMZQ==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Depot Murni,Bakso,"18,1",54,1,2016,?pm=HSNQvc305PnKKXVfbQSFSw==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Ervina,Warung Makan,"985,2",432,3,2016,?pm=MswnMTHWBJbYQEvMNA5CCQ==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Batagor Ikan 21,Batagor,"23,65",216,2,2016,?pm=VXhw+Yd0/gTJ2Sgf9A1Baw==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Depot Mie Fitri,Makanan,24,360,3,2016,?pm=5GmW41DX7OVH7QyHGbxopg==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 UD Kuliner Tunas Subur,Warung Makan,"42,5",720,2,2016,?pm=S32DHOYYQOBefmoVx3t79Q==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Sekar,Warung Makan,198,144,1,2016,?pm=rTsHc1mu7jqCIbPBqHfehw==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Terapi Kelapa Bakar 17+,Kelapa Bakar,"251,82","19,2",1,2016,?pm=UqW5BlPPpTRsLjm/Qum6Dw==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Kopi,Warung Kopi,12,85,2,2014,?pm=iWLwM/luhLWLfTakyNf9bA==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Roni,Warung Nasi,12,55,1,2014,?pm=mo6huMrLMA/BM/+gl8LGhA==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Cappucino Cincau,Penjualan Cappucino Cincau,48,40,1,2014,?pm=Y8/jCmvFk/eJWribQymUPw==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Nasi Gemuk,Penjualan Nasi Gemuk,16,72,1,2014,?pm=3ni8aPyzCCNcZwtmqUm3Fw==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Empek-Empek Hendra,Penjualan Empek-Empek,"7,7",108,1,2014,?pm=tCBGvZqOuMnxMwGsHxcj2w==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Gado-Gado Ibu Siti Kebumen,Warung  Gado-Gado,"22,5",50,1,2014,?pm=mBn51x1k9Ud6a7wu6ecYXg==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Pempek Bakar Sidat,Warung Pempek Bakar,"13,5",12,2,2014,?pm=TgrD+LUP2KSb0R10oMQz3A==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Dhilkiran 77,Manufaktur,"61,35","50,7",4,2018,?pm=/jKmoADU964v9GzX8GKwHw==&mp=tFF9KAXBbci/UefzhiAg3g==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Marten,Manufaktur,"177,5",364,4,2018,?pm=fkvsFAtqpw8Cmqb9sGKLUQ==&mp=tFF9KAXBbci/UefzhiAg3g==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Sasha Burger,Penjual Burger,"719,49",10,1,2015,?pm=EmsCpA/F8sB5kuyAte3Ghw==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Es Kelapa Sri,Es Kelapa,"7,5",25,1,2014,?pm=sWavkbrt3Y0A8VKDbr9Esg==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Rumah Makan Etam,Ikan Bakar,"46,5",810,6,2016,?pm=QPdHVdf5MSIyiv2lHhyoFw==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Jualan Es,Jualan Es,10,36,1,2014,?pm=vnssx6blS++esqUy026tZA==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Nasi Gemuk Aina,Warung Nasi Gemuk,"1,6","90,72",1,2014,?pm=ujG67U7fMlqzxi3fCcnKyQ==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Pembuatan Pempek,Pembuatan Pempek,"8,2","93,6",2,2014,?pm=D5jXnwbYSr7s67agJ3cIFQ==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Soto Sederhana,Warung Soto Ayam,13,54,6,2014,?pm=7sQY7zbiOXZE42RZo6Syog==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Kios Ibu Siti,Penyedia Makan Dan Minum,9,"17,16",1,2016,?pm=q0dERQwl8WWr0fvRMEFhOQ==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Gado-Gado Junainiah,Makanan,"22,35",108,1,2014,?pm=jhuREicZsCzXV9FJSxr8Ng==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Es Campur Cirebon,Minuman,"13,8","46,8",1,2014,?pm=H02kpG58RYTGGNx/gMKmMQ==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum
 Warung Uni,Menjual Makanan Minuman,"330,5",40,1,2014,?pm=uG4Om73Jcx2gni8ithAyyg==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum
